Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bangladesh,BGD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,9.3,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.8,18.33804512,21.14438629,22.4,26.74619293,29.54021454,32,35,37.8,40.5,40.6,44.2,50.5,46.5,54.3,57.1,55.3,59.6,65.5,61.5,62.4,74,75.9,88,86.9,92.2,96.2,99,99.4,..
Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2.238844849,3.734337548,6.693304209,5.881475742,12.65507279,15.65812859,16.8,21.5,24.3,27.1,27.9,30.2,40.2,32.5,41.7,44.7,40,45.7,53.8,48.6,48.1,63.8,66.1,81.6,81.3,88.9,95.2,98.5,99.3,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,292.0788195,322.0873898,387.3848632,395.3180524,401.9651801,404.4861431,413.1001853,410.0485409,407.9629676,440.7144048,469.1164584,493.0432506,503.3746345,552.337247,630.1483077,698.5030788,776.835744,856.1788328,876.5216529,973.8286176,1108.522513,1236.435456,1659.888173,1815.47222,1963.312441,2122.037652,2233.767282,2457.964466,2687.899063,2529.080127
Bangladesh,BGD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,17.12999916,..,..,..,..,..,..,..,..,..,24.18000031,24.68000031,22.19000053,23.21999931,28.55999947,28.96999931,29.79000092,30.54000092,31.32999992,..,33.65999985,29.31295013,..
Bangladesh,BGD,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,13.35999966,..,..,..,..,..,..,..,..,..,18.42000008,19.06999969,16.98999977,18.90999985,23.71999931,23.88999939,24.97999954,25.98999977,26.84000015,..,29.37000084,25.62470055,..
Bangladesh,BGD,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,20.81999969,..,..,..,..,..,..,..,..,..,30.05999947,30.40999985,27.27000046,27.60000038,33.43999863,33.99000168,34.63999939,35.29999924,35.95999908,..,38.15000153,33.02692795,..
Bangladesh,BGD,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,52.86000061,..,..,..,..,..,..,..,..,..,54.88999939,55.65000153,52.75,53.38000107,59.24000168,60.90999985,61.79999924,62.49000168,64.91000366,66.91000366,64.25,66.94049835,..
Bangladesh,BGD,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,47.24000168,..,..,..,..,..,..,..,..,..,48.88000107,49.91999817,47.61999893,48.79000092,54.75,56.29999924,57.43999863,58.40000153,61.06000137,62.86999893,60.56999969,64.34870148,..
Bangladesh,BGD,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,41.50999832,..,..,..,..,..,..,..,..,..,42.97999954,44.31000137,42.38000107,44.27999878,50.29000092,51.65000153,53.11000061,54.47000122,57.31999969,58.93999863,57.06999969,61.77358246,..
Bangladesh,BGD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,24.51319035,26.07059753,27.6554494,29.23186766,30.79929845,32.44318376,34.08752509,35.73090119,37.37191663,39.00921249,40.64186732,42.2683391,43.88689272,45.49616346,47.09553667,48.68381585,50.26029221,51.82403595,53.37426479,54.91023996,56.43123343,57.93662462,59.29519147,..
Bangladesh,BGD,Voice and Accountability: Estimate,VA.EST,..,..,-0.058428358,..,-0.085569881,..,-0.227924496,..,-0.432220519,-0.551806808,-0.672145784,-0.569969237,-0.451236516,-0.573499918,-0.442116976,-0.289043039,-0.268090695,-0.31506893,-0.401940674,-0.405487448,-0.474044502,-0.512201607,-0.584256232,-0.61543864,-0.742033064,-0.741862595,-0.769459009,-0.774502337,-0.75330162,-0.753886342
Bangladesh,BGD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,30.99,32.256,32.123,31.969,31.625,30.06,29.748,29.59,29.466,29.42,29.159,28.88,27.386,27.937,28.3,29.99,29.705,29.998,29.949
Bangladesh,BGD,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,30.99,32.256,..,..,..,30.06,..,..,32.041,..,..,28.88,27.386,..,..,..,..,14.958,..
Barbados,BRB,Consumer price index (2010 = 100),FP.CPI.TOTL,58.31272329,59.40833936,60.82591277,65.51591837,64.68459565,65.69371571,67.2938918,69.02861723,69.1150752,70.23434767,71.21371109,75.54506238,81.06564067,84.33601492,91.17407019,94.49632739,100,109.4322024,114.3931445,116.4683555,118.5292668,117.210285,118.7128367,124.245074,128.8096071,134.0911741,..,..,155.6488283,170.8900717
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.077204388,1.878862794,2.386152228,7.71053879,-1.268886607,1.560062402,2.435813035,2.577834904,0.125249458,1.619433198,1.394422311,6.082187295,7.307662628,4.034229829,8.108108108,3.643861893,5.824218533,9.432202402,4.533347539,1.81410436,1.769503221,-1.112789925,1.281928131,4.66018464,3.673814104,4.100289645,..,..,..,9.792070771
Barbados,BRB,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,99.9,99.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Barbados,BRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,99.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,8220.27611,8451.958599,8994.324063,9491.475434,10685.26061,11173.94937,11560.2459,11510.04043,11658.62904,11998.17569,12828.43895,14173.75138,15595.16835,17225.53436,17570.78291,16314.66922,16507.43054,16924.06692,16736.92183,16952.13443,16980.02706,17040.41761,17398.98708,17910.7831,18335.95006,19156.03987,17028.41378,17586.33001,20738.45119,22672.61544
Barbados,BRB,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,24.20999908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.68037987,49.52679825,29.36706734,33.29412079,32.02188492,..,..,..,..
Barbados,BRB,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,25.39999962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.66973305,50.61481857,31.83870506,35.43054581,34.08489227,..,..,..,..
Barbados,BRB,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,22.88999939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.57299423,48.31243896,26.62231064,30.98923683,29.75180626,..,..,..,..
Barbados,BRB,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,86.34999847,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.72293091,99.58883667,99.40814972,99.03491211,99.41716003,..,..,..,..
Barbados,BRB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,86.37000275,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.71780396,99.51959229,99.46424866,99.17199707,99.28566742,..,..,..,..
Barbados,BRB,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,86.38999939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.71321869,99.45755005,99.51477051,99.29907227,99.16616058,..,..,..,..
Barbados,BRB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,88.85349022,89.35361906,89.85374789,90.35387673,90.85400556,91.3541344,91.85426323,92.35439207,92.85452091,93.35464974,93.85477858,94.35490741,94.85503625,95.35516509,95.85529392,96.35542276,96.85555159,97.2793785,97.2834998,98.09246231,98.09246231,98.09246231,98.09246231,..
Barbados,BRB,Voice and Accountability: Estimate,VA.EST,..,..,1.342969298,..,1.274001479,..,1.264497519,..,1.231308818,1.155707598,1.104969382,0.949198723,1.037203312,1.029950738,0.946911216,1.127871275,1.136577249,1.114058733,1.132978678,1.137364149,1.145083308,1.096574068,1.085730195,1.113616705,1.102408886,1.101052165,1.125001192,1.121400237,1.133025646,1.162192225
Barbados,BRB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,27.357,27.093,25.943,25.799,26.735,27.917,28.762,29.694,29.787,31.024,29.865,28.993,29.077,28.291,28.713,30.85,29.497,28.934,28.576
Barbados,BRB,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.993,..,..,..,..,..,..,..
Belarus,BLR,Consumer price index (2010 = 100),FP.CPI.TOTL,0.04333175,0.350703796,0.53556705,0.877994517,1.517786637,5.975203472,16.05060566,25.8631327,36.86467522,47.33344667,55.90470198,61.68462172,66.0007743,71.56249635,82.18085117,92.81970174,100,153.2286983,243.970329,288.6468125,340.9483285,387.0939452,432.9126326,459.0252181,481.3903139,508.3392944,536.5426883,587.3011498,676.6277476,710.4631882
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2221.01657,709.3460321,52.71207675,63.93736634,72.86971705,293.6787509,168.6202359,61.13493316,42.53754813,28.39783991,18.10824249,10.33887945,6.997129035,8.426752735,14.83787648,12.94565634,7.735748043,53.22869831,59.21973602,18.31226104,18.11955435,13.53448976,11.83658077,6.031837252,4.872302206,5.59815595,5.548143575,9.460283896,15.20967527,5.000599031
Belarus,BLR,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2,10.5,10.7,8.6,7.4,..,..,5,4.3,3.2,..,..,..,..
Belarus,BLR,Gini index,SI.POV.GINI,..,..,..,..,32,31.7,31.2,30.6,30.3,28.8,26.5,27.6,28.3,29.6,27.8,27.7,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..,..,..
Belarus,BLR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,4.279360169,3.442433085,2.303198346,2.429843235,2.827775071,4.201043659,5.508972451,4.303336527,4.374446578,3.883470195,2.539471509,3.956638358,3.449521214,4.051147554,3.790620223,6.775541385,5.904897162,6.886114446,9.527576683,10.37749622,12.11892522,14.89635717,20.31890734,11.77558878,13.3189514,10.45164568,11.27580959,8.623196629,14.1694258,..
Belarus,BLR,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.791580717,1.299376297,1.055842652,1.355030318,1.324173423,2.220045905,3.072161553,2.747424905,2.597861186,2.394792782,1.662142124,2.314547785,2.042341489,2.451416711,2.331199574,3.379323028,3.138883072,5.326062238,7.834271236,6.394458788,7.007259861,9.204631036,13.67282278,8.370363651,10.00192205,7.214932664,7.2894731,6.472314129,9.60600781,..
Belarus,BLR,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,0.3,..,..,..,..,0.3,..,..,..,..,..
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,89,89.5,90,90.5,91,91.5,92.1,92.6,93.2,93.8,94.4,95,95.6,96.2,96.8,97.4,98,98.7,99.3,100,100,100,100,..
Belarus,BLR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,79.4,80.2,81,81.8,82.6,83.3,84.2,85,85.9,86.8,87.7,88.7,89.7,90.7,91.9,93.1,94.7,96.6,98.2,100,100,100,100,..
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,1462.028614,1370.478457,1452.507105,1396.657187,1511.259791,1210.587439,1276.280381,1244.373185,1479.380663,1819.526531,2378.337005,3126.071767,3848.223503,4735.481076,6376.175692,5352.488092,6034.678852,6527.659343,6953.215917,7998.080205,8341.290143,5967.06856,5039.775609,5785.533977,6360.053101,6837.768321,6542.86454,7489.718947,7994.648061,7829.053137
Belarus,BLR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.40000153,..,..,..,..,..,..,96.84436798,97.14154816,97.41426849,94.73999786,97.62558746,97.52568817,97.89538574,97.89067078
Belarus,BLR,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.80999756,..,..,..,..,..,..,96.61291504,97.15486908,97.51403809,93.87000275,97.8009491,97.7518158,98.14131927,98.18042755
Belarus,BLR,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.66000366,..,..,..,..,..,..,97.10933685,97.126297,97.30040741,95.81999969,97.42542267,97.26081848,97.60658264,97.54983521
Belarus,BLR,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.34999847,..,..,..,..,..,..,99.81072998,99.80614471,99.86009216,99.81999969,99.8840332,99.85572815,99.84375763,99.8416748
Belarus,BLR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.51000214,..,..,..,..,..,..,99.84684753,99.87833405,99.88457489,99.79000092,99.8883667,99.87280273,99.88655853,99.8727951
Belarus,BLR,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.83999634,..,..,..,..,..,..,99.87840271,99.94139099,99.90602112,99.76000214,99.89216614,99.88737488,99.92301178,99.89925385
Belarus,BLR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,92.06886118,92.04609055,92.02350908,92.00115801,92.42999166,92.86298298,93.30007531,93.7412082,94.18629223,94.63535299,95.08718198,95.5429893,96.00319986,96.46774457,96.93652469,97.40946235,97.88646917,98.36745456,98.85226765,99.34076143,99.48877547,99.53949135,99.55866392,..
Belarus,BLR,Voice and Accountability: Estimate,VA.EST,..,..,-0.819772601,..,-0.772695839,..,-1.312422276,..,-1.451897144,-1.458550215,-1.597364068,-1.766817331,-1.753809452,-1.704453945,-1.593317866,-1.547644138,-1.555072069,-1.660208344,-1.567181349,-1.544539809,-1.443016529,-1.465152502,-1.339334726,-1.356117964,-1.363330722,-1.407399893,-1.452952981,-1.580490232,-1.627728462,-1.667396545
Belarus,BLR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,16.411,15.444,14.402,13.533,12.08,10.533,8.744,7.232,6.412,6.116,5.923,5.892,5.39,6.633,6.897,6.79,5.476,5.149,5.26
Belarus,BLR,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.08,..,..,..,..,..,..,8.052,7.111,6.203,6.897,6.79,5.476,5.149,..
Belgium,BEL,Consumer price index (2010 = 100),FP.CPI.TOTL,73.89472924,74.97947947,76.53681906,77.78296131,78.5213163,79.40142109,81.42180435,83.43231895,84.80495945,86.15247972,87.95934113,90.40587095,92.02522788,93.70289959,97.90963899,97.85760425,100,103.5320821,106.4720448,107.6571808,108.0232183,108.6296921,110.7738822,113.1289026,115.4516256,117.1104572,117.9780019,120.8569583,132.456219,137.8193856
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.377540845,1.467966991,2.077021074,1.628160495,0.949250288,1.120848234,2.544517762,2.469258231,1.645214362,1.588964,2.097283112,2.781432637,1.791207701,1.8230563,4.489444205,-0.053145674,2.189299204,3.532082107,2.839663434,1.11309594,0.340002833,0.561429153,1.973852647,2.12597086,2.053164999,1.43681957,0.740791812,2.440248511,9.597511729,4.049010776
Belgium,BEL,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,2.1,1.6,1.8,1.1,1.6,1.2,2.1,2.2,2.2,0.7,0.8,0.7,0.7,..,..
Belgium,BEL,Gini index,SI.POV.GINI,..,28.4,..,26.8,..,..,33.1,..,..,28.1,30.5,29.3,28.1,29.2,28.4,28.6,28.4,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,27.2,26,26.6,..,..
Belgium,BEL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Belgium,BEL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,24208.55479,28413.82644,27489.55518,24820.93805,25338.44329,25252.80191,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44760.29124,44184.94635,47410.56693,44670.56068,46757.95186,47764.07151,41008.29672,42012.62272,44198.48239,47544.98115,46641.7214,45587.96831,51863.83116,49942.09064,53475.2935
Belgium,BEL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,57.72999954,..,60.41999817,61.68999863,61.72999954,62.75999832,63.20999908,64.27999878,64.01999664,66.20999908,67.08000183,69.15000153,70.8456955,71.44999695,72.71417999,74.24768066,75.12619019,..
Belgium,BEL,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,55.47000122,..,57.63000107,59.27999878,59.75,60.88999939,61.56000137,62.83000183,62.29999924,64.69999695,65.41000366,67.63999939,69.5247879,70.55999756,72.08587646,73.22975159,74.08139038,..
Belgium,BEL,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,60.16999817,..,63.41999817,64.27999878,63.84999847,64.76999664,64.98000336,65.81999969,65.86000061,67.83000183,68.86000061,70.73999786,72.22953796,72.37999725,73.37017822,75.31389618,76.22280884,..
Belgium,BEL,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,93.65000153,..,94.37999725,94.51000214,94,94.05999756,93.91000366,94.20999908,94.91000366,95.91999817,96.44000244,96.43000031,96.79284668,97.16999817,97.17021942,97.20088959,97.06259918,..
Belgium,BEL,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,92.48000336,..,93.01000214,93.26000214,92.66000366,92.91999817,92.48999786,93.02999878,93.87000275,95.06999969,95.69999695,95.87000275,96.35886383,96.73999786,96.86229706,96.81851959,96.64357758,..
Belgium,BEL,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,91.40000153,..,91.73999786,92.09999847,91.41999817,91.86000061,91.16999817,91.93000031,92.90000153,94.26999664,95,95.33999634,95.94462585,96.33999634,96.56735229,96.45349884,96.24436951,..
Belgium,BEL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,99.48463151,99.48479771,99.48496592,99.48512396,99.48529437,99.48545686,99.4856157,99.48577782,99.48593823,99.48610378,99.48612238,99.48612823,99.48614028,99.48614577,99.486157,99.48616271,99.48617804,99.48617972,99.48618864,99.48619883,99.4861978,99.48621112,99.48621705,..
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,..,..,1.433299541,..,1.342847466,..,1.366504431,..,1.377452493,1.478290319,1.440266132,1.420762181,1.342394352,1.36077106,1.324988484,1.346692204,1.360686898,1.325163245,1.349421859,1.372986197,1.366299629,1.387548447,1.377250671,1.338638425,1.330443859,1.308383584,1.278140426,1.270899653,1.297092557,1.325729012
Belgium,BEL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,13.017,11.245,11.165,10.135,11.081,10.865,11.814,12.345,12.68,12.045,12.182,9.886,9.855,9.801,9.25,9.994,6.654,7.107,6.699
Belgium,BEL,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,10.913,10.279,9.43,9.537,13.86,11.317,9.044,9.059,9.777,10.329,8.545,13.017,11.245,11.165,10.135,11.081,10.865,11.814,12.345,12.68,12.045,12.182,9.886,9.855,9.801,9.25,9.994,6.654,7.107,6.699
Belize,BLZ,Consumer price index (2010 = 100),FP.CPI.TOTL,71.46379142,73.52882046,77.91483002,78.81010069,80.54018927,82.65146597,85.18674982,88.29727402,92.04131385,94.17490766,100.1968572,99.09037279,92.04131385,94.17490766,100.1968572,99.09037279,100,101.6020562,102.9234729,103.448123,104.6909484,103.788948,104.477512,105.6765517,105.9618601,106.1600823,106.2889974,109.7281231,116.6156402,121.7348804
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.569343046,2.889615844,5.965020975,1.149037568,2.1952625,2.621395246,3.067439669,3.651417866,4.240266607,2.318082747,6.394430997,-1.104310444,-7.113767713,2.318082746,6.394431003,-1.104310449,0.917977379,1.602056156,1.300580745,0.509747769,1.201399645,-0.861584009,0.663427168,1.147653393,0.269982623,0.187069385,0.121434645,3.235636592,6.276893194,4.389840175
Belize,BLZ,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Gini index,SI.POV.GINI,60.9,..,56.5,60.4,54.9,53.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.853573104,12.1959164,12.77023186,11.71825354,13.76920125,11.61052109,17.92762401,22.34439756,39.02608478,29.38994043,61.85409967,36.84930204,17.58684824,78.95392168,16.89445375,17.12802411,15.24163256,13.84330807,14.88362099,12.74898027,8.437666778,9.406373161,10.49176842,10.06343476,10.52604659,9.366430247,11.02058334,58.92840914,5.654232416,..
Belize,BLZ,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.337673224,4.611202669,4.901798863,4.68290643,5.138980009,4.906093235,7.135701877,8.806393949,16.0884367,12.61960073,25.77719175,16.92537752,9.47574376,42.20332842,9.408232133,7.88951191,7.943493971,7.626883153,8.69527412,7.117755645,4.633943702,4.664193374,4.80686928,4.877274375,5.324769273,4.686542848,4.001429662,26.34873922,2.840475238,..
Belize,BLZ,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.02038574,74.91539764,75.80769348,76.69658661,77.58140564,78.46138,79,80.2,81,81.8,82.6,83.5,91,85.2,86.1,86.9,89.9,91.7,90.9,91.1,91.5,91.8,93.3,94.2,91.7,92.7,96.8,97.7,98.6,..
Belize,BLZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,55.89249978,57.56851575,59.23781746,60.90264985,62.56307821,64.2206404,65.7,67.5,68.9,70.3,71.7,73.1,85.1,76,77.5,78.9,84.1,87.9,85.7,85.9,86.4,87.6,89.4,90.9,86.5,87.8,95.5,97.1,97.1,..
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3878.968982,4011.140031,4042.152482,4011.022238,4119.706172,4283.477069,4720.168218,4708.294937,4844.228574,4937.089905,5123.596214,5236.365426,5486.831434,5717.92962,5665.966232,5352.095987,5399.062096,5519.339008,5635.521526,5865.470902,6031.548402,6098.60008,6099.957102,6049.391948,6001.024262,6134.215233,5185.15807,6060.968223,6984.21696,7987.585955
